cnpj;cnpj_basico;matriz_filial;razao_social;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;cd_pais;nm_pais;cd_natureza_juridica;nm_natureza_juridica;data_inicio_atividades;cnae_fiscal;nm_cnae;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;qualificacao_responsavel;capital_social;capital_social_str;porte_empresa;ente_federativo_responsavel
00448888000120;00448888;1;CLUBE ATLETICO DE CARAZINHO;;02;20210715;00;;;;3999;Associação Privada;19950217;9312300;Clubes sociais, esportivos e similares;;RUA;MARCILIO DIAS;931;;SANTO ANTONIO;99500000;RS;8591;54;33301796;;;;;;;;16;0;0,00;05;
00449256000180;00449256;1;ASSOCIACAO DOS SERVIDORES DO MINISTERIO DA JUSTICA;ASJUS;08;20081231;71;;;;3999;Associação Privada;19760616;9312300;Clubes sociais, esportivos e similares;;ESPLANADA;ESPLANADA DOS MINISTER;10;TERREO;PLANO PILOTO;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00453049000108;00453049;1;ANGELO AUGUSTO COUTO;CLUBE DA LAGOA;02;20051103;00;;;;2135;Empresário (Individual);19950223;9312300;Clubes sociais, esportivos e similares;;RUA;CORONELBENJAMIN PINTO ALVES;S/Nº;;JOANA D'`ARC;33400000;MG;4751;0031;36815072;;;;;AACOUTO@NETEM.COM.BR;;;50;0;0,00;01;
00462587000150;00462587;1;ASSOCIACAO DOS SERVIDORES DO INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DO RIO GRANDE DO NORTE;ASIPERN - ASSOCIACAO DOS SERVIDORES DO IPERN;02;20051103;00;;;;3999;Associação Privada;19950303;9312300;Clubes sociais, esportivos e similares;;RUA;PROFESSOR FONTES GALVAO;717;;TIROL;59020140;RN;1761;84;2322946;;;;;;;;16;0;0,00;05;
00464586000145;00464586;1;GREMIO ESPORTIVO TIRADENTES;TIRADENTES;08;20150209;73;;;;3999;Associação Privada;19760719;9312300;Clubes sociais, esportivos e similares;;;SGAS QD 611;S/N;CONJ A;ASA SUL;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00480617000151;00480617;1;IATE CLUBE MARATAIZES;;08;20081231;71;;;;3999;Associação Privada;19950314;9312300;Clubes sociais, esportivos e similares;;AVENIDA;MIRAMAR;316;;MARATAIZES;29330000;ES;5655;;;;;;;;;;16;0;0,00;05;
00490448000130;00490448;1;CENTRO ESPORTIVO FORCA E LUZ;FORCA E LUZ;02;20201116;00;;;;3999;Associação Privada;19950317;9312300;Clubes sociais, esportivos e similares;;RUA;PE MANOEL DA NOBREGA;266;CASA;POTENGI;59131280;RN;1761;;;;;;;;;;16;0;0,00;05;
00506865000124;00506865;1;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE PUBLICA DO DISTRITO FEDERAL;CLUBE DA SAUDE;02;20040828;00;;;;3999;Associação Privada;19780413;9312300;Clubes sociais, esportivos e similares;9321200;;SIA  SGAP;BL G;;;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00506865000205;00506865;2;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE PUBLICA DO DISTRITO FEDERAL;SERVIFARMA;02;20130402;00;;;;3999;Associação Privada;20130402;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;;AREA ESPECIAL;SAI AREA ESPECIAL, BLOCO G, PARTE 2;S/N;;SETOR DE INDUSTIA;71200000;DF;9701;61;33627353;61;32341967;;;;;;16;0;0,00;05;
00511873000169;00511873;1;GEAC CONSTRUCOES E INCORPORACOES LTDA;;02;20180605;00;;;;2062;Sociedade Empresária Limitada;19780727;6810201;Compra e venda de imóveis próprios;4110700,4120400;SETOR;SHIS QI 15 CHACARA;52;PARTE C;SETOR DE HABITACOES INDIVIDUAIS SUL;71600790;DF;9701;61;32131700;;;61;32488793;CONTATO@GEACCONSTRUCOES.COM.BR;;;49;800000;800000,00;01;
00511873000240;00511873;2;GEAC CONSTRUCOES E INCORPORACOES LTDA;;02;20180605;00;;;;2062;Sociedade Empresária Limitada;19790320;4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;;;SEPN QUADRA 506 BLOCO A;S/N;LOJA 06 PARTE A;ASA NORTE;70740510;DF;9701;;;;;;;;;;49;800000;800000,00;01;
00511873000320;00511873;2;GEAC CONSTRUCOES E INCORPORACOES LTDA;;02;20180605;00;;;;2062;Sociedade Empresária Limitada;19890518;4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;;;SEPN QUADRA 505;326;BLOCO B;ASA NORTE;70310500;DF;9701;;;;;;;;;;49;800000;800000,00;01;
00515346000122;00515346;1;CLUBE DO EMPRESARIO CEM;CEM;08;20081231;71;;;;3999;Associação Privada;19780517;9312300;Clubes sociais, esportivos e similares;;ESTRADA;PARQUE CONTORNO KM;6;NUCLEO RURAL;SOBRADINHO 2;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00542201000110;00542201;1;BOM JESUS ESPORT CLUBE;;02;20210602;00;;;;3999;Associação Privada;19950410;9312300;Clubes sociais, esportivos e similares;;AVENIDA;FREDERICO SARAIVA;S/N;;OLIMPIA;75570000;GO;9269;;;;;;;;;;16;0;0,00;05;
00574848000124;00574848;1;ASSOCIACAO BENEFICENTE E PROMOCIONAL JUDO GONZAGA;;02;20070322;00;;;;3999;Associação Privada;19850811;9312300;Clubes sociais, esportivos e similares;;SETOR;CAUB I  CHACARA;69;COBINADO AGRO URBANO BSB;RIACHO FUNDO II;71884690;DF;9701;61;33274965;;;;;;;;16;0;0,00;05;
00577466000154;00577466;1;FEDERACAO DE JUDO DO ESTADO DE RORAIMA;FEJURR;02;20191026;00;;;;3999;Associação Privada;19950504;9312300;Clubes sociais, esportivos e similares;;AVENIDA;VILLE ROY;3005;SALA A;CACARI;69306665;RR;0301;;;;;;;;;;16;0;0,00;05;
00578786000129;00578786;1;ALIADO FUTEBOL CLUBE;TRICOLOR DA FAZENDA;02;20190313;00;;;;3999;Associação Privada;19950503;9312300;Clubes sociais, esportivos e similares;;RUA;SANTA LUZIA;S/N;;FAZENDA;68785000;PA;0451;;;;;;;;;;16;0;0,00;05;
00580767000137;00580767;1;CENTRO ESPORTIVO MUNICIPAL GMM;CENTRO MUNICIPAL;02;19990501;00;;;;3999;Associação Privada;19950505;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DR GERALDO MAGALHAES MASCARENHAS;637;;CENTRO;39243000;MG;4621;38;37228207;;;;;PROGRESSO.CONTABILIDADE@YAHOO.COM.BR;;;16;0;0,00;05;
00587342000150;00587342;1;PAULO JORGE PEREIRA;;08;20081231;71;;;;2135;Empresário (Individual);19950510;9312300;Clubes sociais, esportivos e similares;;AVENIDA;SIQUEIRA CAMPOS;884;;PRADO;57010000;AL;2785;;;;;;;;;;50;0;0,00;05;
00587342000230;00587342;2;PAULO JORGE PEREIRA;;08;20081231;71;;;;2135;Empresário (Individual);19951107;9312300;Clubes sociais, esportivos e similares;;RUA;JERUZALEM;108;CLIMA BOM I;TAB DO AMRTINS;57071090;AL;2785;;;;;;;;;;50;0;0,00;05;
00611677000166;00611677;1;TRIANGULINO ESPORTE CLUBE;TRIANGULINO;02;20191014;00;;;;3999;Associação Privada;19950315;9312300;Clubes sociais, esportivos e similares;;RUA;DOM PEDRO I;111;;RIO VERDE;68515000;PA;0595;;;;;;;;;;16;0;0,00;05;
00614206000101;00614206;1;ASMIC ASSOCIACAO DOS SERV DO MIN DA IND E DO COMERCIO;ASMIC;08;20081231;71;;;;3999;Associação Privada;19810114;9312300;Clubes sociais, esportivos e similares;;;LOC  ESPLANADA DOS MINISTER;SN;BLOCO 6 SUBSOLO;PLANO PILOTO;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00637092000115;00637092;1;CLUBE DE CACA E PESCA CULTURAL E ESPORTIVO DE NONOAI;;02;20201113;00;;;;3999;Associação Privada;19950526;9312300;Clubes sociais, esportivos e similares;;;LOC  CANHADA FUNDA;SN;SECAO RONDA;ZONA RURAL;99600000;RS;8757;;;;;;;;;;16;0;0,00;05;
00640433000101;00640433;1;FEDERACAO AUTOMOBILISTICA DO DISTRITO FEDERAL;;08;20081231;71;;;;3999;Associação Privada;19810921;9312300;Clubes sociais, esportivos e similares;;;CENTRO DESP PRES MEDICI;SN;AUTOD BRASIL SL 03;PLANO PILOTO;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00643419000161;00643419;1;CLUBE DOS 100;;02;20001209;00;;;;3999;Associação Privada;19950609;9312300;Clubes sociais, esportivos e similares;;RUA;LOMANTO JUNIOR;S/N;;SAO CRISTOVAO;44571026;BA;3873;;;;;;;;;;16;0;0,00;05;
00643726000142;00643726;1;ASSENAP ASSOC DOS SERV DA FUND ESC NAC DE ADM PUBLICA;ASCEP;08;20081231;71;;;;3999;Associação Privada;19810928;9312300;Clubes sociais, esportivos e similares;;SETOR;AREAS ISOLADAS SUDOESTE;2-A;;ASA SUL;70610900;DF;9701;;;;;;;;;;16;0;0,00;05;
00664751000102;00664751;1;MEDLEY EMPREENDIMENTOS AQUATICOS LTDA;CLUBE DE NAACAO MEDLEY;02;20051103;00;;;;2062;Sociedade Empresária Limitada;19950621;9312300;Clubes sociais, esportivos e similares;;RUA;NUMA POMPILHO BITTENCOURT;S/N;QUADRA 05, LOTES 4 E 5, JARDIM BRASILIA;PERNAMBUES;41100170;BA;3849;71;33421818;;;71;33422021;;;;49;0;0,00;01;
00677996000174;00677996;1;ACADEMIA ANDRE PEDERNEIRAS LTDA;UPPER ARENA;02;20040206;00;;;;2240;Sociedade Simples Limitada;19950509;9319199;Outras atividades esportivas não especificadas anteriormente;4763602,4771701,5620103,7990200,8230001,8592901,8592999,8599604,9311500,9312300,9313100,9319101,9329801;RUA;BIBIANO PEREIRA DA ROCHA;2;A;FLAMENGO;22230075;RJ;6001;21;25533435;;;;;;;;49;0;0,00;01;
00678297000149;00678297;1;MARIA GORETE PEREIRA;CORPUS ACADEMIA DE GINASTICA;02;20200130;00;;;;2135;Empresário (Individual);19950704;9312300;Clubes sociais, esportivos e similares;;RUA;COMERCIO;332;TERREO;CENTRO;55125000;PE;2607;;;;;;;;;;50;0;0,00;01;
00690271000116;00690271;1;EGA - ADMINISTRACAO, PARTICIPACOES E SERVICOS LTDA;;02;20180605;00;;;;2062;Sociedade Empresária Limitada;19830114;6810201;Compra e venda de imóveis próprios;4110700,4120400,6499999,6810202,6821802;SETOR;SHIS QI 15 CHACARA;52;PARTE K;SETOR DE HABITACOES INDIVIDUAIS SUL;71600790;DF;9701;61;32131700;61;32488701;61;32131700;CONTATO@EGAADM.COM.BR;;;05;6400;6400,00;01;
00708317000187;00708317;1;OLIMPICO ESPORTE CLUBE;;02;20200109;00;;;;3999;Associação Privada;19940803;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO ATAIDE;246;;CENTRO;29100290;ES;5703;;;;;;;;;;16;0;0,00;05;
00712497000170;00712497;1;PARK WAY ADMINISTRACAO E PARTICIPACOES LTDA;;02;20180605;00;;;;2062;Sociedade Empresária Limitada;19830719;6810201;Compra e venda de imóveis próprios;4110700,4120400,6810202;QUADRA;SHIS QI 15 CHACARA;52;PARTE I;SETOR DE HABITACOES INDIVIDUAIS SUL;71600790;DF;9701;61;32488701;61;32131700;61;32488701;CONTATO@PARKWAYADM.COM.BR;;;49;6897253;6897253,00;01;
00717149000196;00717149;1;SOCIEDADE HIPICA CLUBE DAS AMERICAS;;08;19951221;01;;;;3999;Associação Privada;19950714;9312300;Clubes sociais, esportivos e similares;;PRACA;NOVE DE JULHO;SN;;CENTRO;14780320;SP;6209;;;;;;;;;;16;0;0,00;05;
00718215000142;00718215;1;GREMIO RECREATIVO DOS EMPREGADOS DOS CORREIOS;GRECOS;02;20050611;00;;;;3999;Associação Privada;19950725;9312300;Clubes sociais, esportivos e similares;;RUA;BAHIA;206;SALA  306 3 ANDAR;PITUBA;41830160;BA;3849;71;32400141;;;;;BAGRECOS@GMAIL.COM;;;16;0;0,00;05;
00718866000132;00718866;1;FEDERACAO DE TENIS DE MESA DE BRASILIA;FTMB;02;20080109;00;;;;3999;Associação Privada;19840726;9312300;Clubes sociais, esportivos e similares;;;CENTRO ESPORTIV PRESID.;S/N;MEDICE;ST ESPORT NORTE;70310500;DF;9701;;;;;;;;;;16;0;0,00;05;
00721043000166;00721043;1;GREMIO ESPORTIVO BRASILIENSE;;02;20051103;00;;;;3999;Associação Privada;19831118;9312300;Clubes sociais, esportivos e similares;;SETOR;DE AREAS ISOLADAS SUL;SN;LOTE  A;SETOR DE AREAS ISOLADAS SUL (NUCLEO BANDEIRANTE);71737000;DF;9701;61;85181373;;;;;;;;16;0;0,00;05;
00732115000170;00732115;1;BONDOK ADMINISTRACAO, INCORPORACOES E PARTICIPACOES LTDA;;02;20201111;00;;;;2062;Sociedade Empresária Limitada;19831214;6810201;Compra e venda de imóveis próprios;4110700,4120400,6822600;SETOR;SHIS QL 12 CONJUNTO 11;S/N;CASA  02 PARTE I;SETOR DE HABITACOES INDIVIDUAIS SUL;71630315;DF;9701;61;32131700;61;32131735;61;32488793;CONTATO@BONDOK.COM;;;49;1000;1000,00;05;
00744547000100;00744547;1;CLUBE DE CICLISMO DE CACAPAVA;;02;20190614;00;;;;3999;Associação Privada;19950809;9312300;Clubes sociais, esportivos e similares;;RUA;VENEZUELA;120;;JD CACAPAVA¨;12286090;SP;6271;;;;;;;;;;16;0;0,00;05;
00757955000198;00757955;1;SUDOESTE ESPORTE CLUBE;;02;20081204;00;;;;3999;Associação Privada;19840223;9312300;Clubes sociais, esportivos e similares;;RUA;TEIXEIRA FREITAS;399;;;75940000;GO;9349;;;;;;;;;;16;0;0,00;05;
00766936000128;00766936;1;M M DE SOUZA AOYAMA;CHACARA AOYAMA;08;20191203;01;;;;2135;Empresário (Individual);19950822;9312300;Clubes sociais, esportivos e similares;8230002,8230001;NUCLEO;RURAL PONTE ALTA CHACARA;101;;GAMA;72457994;DF;9701;61;32240031;;;;;;;;50;0;0,00;01;
00771590000156;00771590;1;TROPICAL CLUBE DE MINAS GERAIS;TROPICAL CLUBE;02;20051103;00;;;;3999;Associação Privada;19950823;9312300;Clubes sociais, esportivos e similares;;AVENIDA;AGUA BRANCA;2001;;CINCAO;32371190;MG;4371;;;;;;;;;;16;0;0,00;05;
00771590000237;00771590;2;TROPICAL CLUBE DE MINAS GERAIS;;02;20051103;00;;;;3999;Associação Privada;19970502;9200301;Casas de bingo;;AVENIDA;JOAO CESAR DE OLIVEIRA;1712;SALA 103;CID JARDIM ELDORADO;32310000;MG;4371;;;;;;;;;;16;0;0,00;05;
00771590000318;00771590;2;TROPICAL CLUBE DE MINAS GERAIS;;02;20051103;00;;;;3999;Associação Privada;19971104;9200301;Casas de bingo;;RUA;RIO GRANDE DO NORTE;613;;FUNCIONARIOS;30130130;MG;4123;;;;;;;;;;16;0;0,00;05;
00771811000196;00771811;1;ASSOCIACAO DE VETERANOS DE BASQUETEBOL DE NITEROI;;02;20050827;00;;;;3999;Associação Privada;19950818;9312300;Clubes sociais, esportivos e similares;;RUA;PRESIDENTE BACKER;S/N;COMPLEXO ESPORTIVO        CAIO MARTINS              PARQUE AQUATICO     SALA  7;SANTA ROSA;24220041;RJ;5865;21;27113338;21;81539120;;;;;;16;0;0,00;05;
00780648000128;00780648;1;SURUBIM FUTEBOL CLUBE;;08;20081231;71;;;;3999;Associação Privada;19950825;9312300;Clubes sociais, esportivos e similares;;RUA;SAO SEBASTIAO;68;;CENTRO;55750000;PE;2589;;;;;;;;;;16;0;0,00;05;
00781050000153;00781050;1;CLUBE AQUATICO QUINTAIS DAS DUNAS;;02;20191128;00;;;;3999;Associação Privada;19950825;9312300;Clubes sociais, esportivos e similares;;RUA;SAO MARCOS;SN;LOTE 1 QUADRA 12;PRQ BALNEARIO;28922150;RJ;5813;;;;;;;;;;16;0;0,00;05;
00786910000141;00786910;1;GREMIO RECREATIVO CREMESP;;08;20150209;73;;;;3999;Associação Privada;19950823;9312300;Clubes sociais, esportivos e similares;;RUA;DA CONSOLACAO;753;10 ANDAR;CONSOLACAO;01301000;SP;7107;;;;;;;;;;16;0;0,00;05;
00795425000134;00795425;1;CLUBE 7 DE BELO HORIZONTE;;04;20180904;63;;;;3999;Associação Privada;19950906;9312300;Clubes sociais, esportivos e similares;;AVENIDA;HERACLITO MOURAO DE MIRANDA;907;;SERRANO;30882640;MG;4123;31;38897580;;;;;;;;16;0;0,00;05;
00800009000187;00800009;1;CLUBE ALENCARINO DE TIRO PRATICO;;02;20190415;00;;;;3999;Associação Privada;19950913;9312300;Clubes sociais, esportivos e similares;;RUA;TITO BRITO;25;;BARROCAO;61880000;CE;0991;85;32501166;;;85;32501166;;;;16;0;0,00;05;
00813402000105;00813402;1;CEC - CERRADO ESPORTE CLUBE;;02;20190710;00;;;;3999;Associação Privada;19840719;9312300;Clubes sociais, esportivos e similares;;ESTRADA;MUNICIPAL;SN;QUADRACHC                 LOTE  01;FAZENDA SANTO ANTONIO;74971451;GO;9227;62;92736296;;;;;GO.CERRADOEC@FGF.ESP.BR;;;16;0;0,00;05;
00818641000158;00818641;1;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS MUNICIPAIS DE GOIANESIA;AFPM;02;20190123;00;;;;3999;Associação Privada;19840608;9312300;Clubes sociais, esportivos e similares;;RUA;37;495;ENTRE AS RUA 06 E 08;SETOR SUL;76380001;GO;9371;62;33532828;62;33535015;62;33532828;;;;16;0;0,00;05;
00819144000174;00819144;1;CLUBE RECREATIVO DE ITAPACI;;08;20081231;71;;;;3999;Associação Privada;19850411;9312300;Clubes sociais, esportivos e similares;;RUA;JARAGUA;SN;;CENTRO;76360000;GO;9413;;;;;;;;;;16;0;0,00;05;
00820919000121;00820919;1;GINASIO DE ESPORTES LOOTHAR STADIUM S/C LTDA;;02;20051103;00;;;;2062;Sociedade Empresária Limitada;19950824;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DR ASSIS RIBEIRO;7836;;ERMELINO MATARAZZO;03827001;SP;7107;;;;;;;;;;49;0;0,00;01;
00824631000125;00824631;1;IATE CLUB DA LAGOA;IATE CLUB DA LAGOA;04;20210401;63;;;;3999;Associação Privada;19840302;9312300;Clubes sociais, esportivos e similares;;ALAMEDA;DO LAGO;S/N;L 09 Q 03;SETOR DO LAGO;76550000;GO;9555;;;;;;;;;;16;0;0,00;05;
00883301000100;00883301;1;ESPORTE CLUBE UNIDOS DA AROEIRA;;02;20191113;00;;;;3999;Associação Privada;19951023;9312300;Clubes sociais, esportivos e similares;;;UA ALCIDES MOURAO;126;CASA 30;AROEIRA;27945401;RJ;5847;;;;;;;;;;16;0;0,00;05;
00902687000150;00902687;1;ASSOCIACAO ATLETICA SERRA MORENA;SERRA MORENA;02;20200629;00;;;;3999;Associação Privada;19950901;9312300;Clubes sociais, esportivos e similares;;RUA;ARAGUAIA;749;;CANINDE;03004000;SP;7107;;;;;;;;;;16;0;0,00;05;
00915741000100;00915741;1;LIGA PARAMBUENSE DE DESPORTOS;LIPADE;08;20081231;71;;;;3999;Associação Privada;19951113;9312300;Clubes sociais, esportivos e similares;;RUA;IDELBRANDO ALVES CARACA;S/N;;CENTRO;63680000;CE;1507;;;;;;;;;;16;0;0,00;05;
00924751000102;00924751;1;PALMAS ESPORTE CLUBE;;02;20051103;00;;;;3999;Associação Privada;19951025;9312300;Clubes sociais, esportivos e similares;;RUA;QUADRA I;8;;CENTRO;59665000;RN;1649;;;;;;;;;;16;0;0,00;05;
00925474000144;00925474;1;ANTONIO CARLOS DIDIER FILHO;;04;20181214;63;;;;2135;Empresário (Individual);19951116;9312300;Clubes sociais, esportivos e similares;;PRACA;ANTONIO LOPES VELUDO;108;;JD SUMARE;14025059;SP;6969;;;;;;;;;;50;0;0,00;01;
00932951000107;00932951;1;VILA ESPORTE CLUBE;;02;20051103;00;;;;3999;Associação Privada;19951122;9312300;Clubes sociais, esportivos e similares;;RUA;LEONIDAS BRAGA;185;;QUINZINHO;35570000;MG;4521;037;33227243;;;037;33227243;;;;16;0;0,00;05;
00933663000169;00933663;1;YPE COUNTRY CLUB;;02;20051103;00;;;;3999;Associação Privada;19850118;9312300;Clubes sociais, esportivos e similares;;RUA;CAMPO GRANDE;S/N;;PARAGUAI;79150000;MS;9107;;;;;;;;;;16;0;0,00;05;
00958191000107;00958191;1;GOLDEN PARK POUSADA E LAZER LTDA;GOLDEN PARK;02;20051103;00;;;;2062;Sociedade Empresária Limitada;19951205;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;9312300,5611203,5590699,5611201,8230001;RODOVIA;SC;449;LM 03;LAGOA DA SERRA;88914000;SC;0888;;;;;;;;;;49;260000;260000,00;01;
00958419000150;00958419;1;ASSOCIACAO ESPORTIVA E RECREATIVA INDUSTRIAL;;02;20190809;00;;;;3999;Associação Privada;19951212;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JOSE CATARINO PESSOA;SN;;INDUSTRIAL;35167000;MG;2673;31;85455062;;;;;EDUCLERCK@HOTMAIL.COM;;;16;0;0,00;05;
00966077000110;00966077;1;JUINA CLUB;;02;20190225;00;;;;3999;Associação Privada;19841003;9312300;Clubes sociais, esportivos e similares;;AVENIDA;EDSON CARLOS MARTINS;469N;;AREA ESPECIAL;78320000;MT;9831;66;96753150;;;;;ESQ-CONTABIL@BOL.COM.BR;;;16;0;0,00;05;
00966537000100;00966537;1;ASSOCIACAO ESP E RECREATIVA PARAISO CLUBE DE CAMPO;PARAISO CLUBE DE CAMPO;08;20150209;73;;;;3999;Associação Privada;19951215;9312300;Clubes sociais, esportivos e similares;;;LOC  SITIO MUNGUBA;S/N;;PRAIA DE ICARAI;61605600;CE;1373;;;;;;;;;;16;0;0,00;05;
00971986000147;00971986;1;ASSOCIACAO ATLETICA COPAL;A A COPAL;02;20190325;00;;;;3999;Associação Privada;19841018;9312300;Clubes sociais, esportivos e similares;;RODOVIA;GO 156 KM 01;S/N;;PERIMETRO URBANO;76190000;GO;9511;64;96150271;64;35713343;;;JBCONTABILIDADE.GO@GMAIL.COM;;;16;0;0,00;05;
00991414000120;00991414;1;CLUBE RECREATIVO PAINEIRAS;CRP;02;20051103;00;;;;3999;Associação Privada;19850709;9312300;Clubes sociais, esportivos e similares;;RUA;VINTE OITO;SN;LOTE  I 16;CENTRO;79560000;MS;9787;67;35621642;;;;;;;;16;0;0,00;05;
00991703000129;00991703;1;CLUBE CAMPESTRE CASCATINHA;CLUBE CAMPESTRE CASCATINHA;04;20181120;63;;;;3999;Associação Privada;19850314;9312300;Clubes sociais, esportivos e similares;;CHACARA;CASCATINHA;S/N;;ZONA RURAL;79170000;MS;9157;67;2721570;;;67;2721570;;;;16;0;0,00;05;
00991711000175;00991711;1;PEDRO GOMES TENNIS CLUBE;;02;19980728;00;;;;3999;Associação Privada;19850315;9312300;Clubes sociais, esportivos e similares;;RUA;JOAO CARLOS FERREIRA;500;;NOVOS HORIZONTES;79410000;MS;9127;67;32301227;;;;;paulo.lsouza@hotmail.com;;;16;0;0,00;05;
00997442000154;00997442;1;ESPORTE CLUBE CANTAREIRA;;08;20081231;71;;;;3999;Associação Privada;19950718;9312300;Clubes sociais, esportivos e similares;;PRACA;DOS CARDEAIS;48;;SAO JOAO;37550001;MG;5049;;;;;;;;;;16;0;0,00;05;
01016157000178;01016157;1;COSTA DO SOL CLUB;;02;20051103;00;;;;3999;Associação Privada;19960125;9312300;Clubes sociais, esportivos e similares;;;BR KM 17 PE - 35;SN;;BOM JESUS;53900000;PE;2451;;;;;;;;;;16;0;0,00;05;
01019827000100;01019827;1;JOQUEI CLUBE DE ANAPOLIS;;02;20181213;00;;;;3999;Associação Privada;19670720;9312300;Clubes sociais, esportivos e similares;5620102,8230001,8230002,8800600,9319101;RODOVIA;BR 060;SN;KM 6;BAIRRO DE LOURDES;75104240;GO;9221;;;;;;;;;;16;0;0,00;05;
01021901000122;01021901;1;ITABERA CLUBE;;04;20210415;63;;;;3999;Associação Privada;19960123;9312300;Clubes sociais, esportivos e similares;;PRACA;AMADOR P DE ALMEIDA;134;;CENTRO;18440000;SP;6535;;;;;;;;;;16;0;0,00;05;
01027914000109;01027914;1;THE FUN FACTORY CLUB DE SAO LEOPOLDO;;08;20180503;01;;;;3999;Associação Privada;19960110;9312300;Clubes sociais, esportivos e similares;;RUA;LINDOLFO COLLOR;422;;CENTRO;93010080;RS;8877;;;;;;;;;;16;0;0,00;05;
01029934000119;01029934;1;JACARANDA NAUTICO CLUBE S/S LTDA;;02;20051103;00;;;;2240;Sociedade Simples Limitada;19960131;9312300;Clubes sociais, esportivos e similares;9103100;;LOC  MARGEM ESQ RIBEIR BAGRE;S/N;;ZONA RURAL;15230000;SP;6103;;;;;;;;;;49;30000;30000,00;01;
01063155000130;01063155;1;IPIRANGA ATLETICO CLUBE;;02;20051103;00;;;;3999;Associação Privada;19890510;9312300;Clubes sociais, esportivos e similares;;RUA;MONS CHIQUINHO;S/N;;BAIRR JUNDIAI;75110490;GO;9221;;;;;;;;;;10;0;0,00;05;
01066476000198;01066476;1;AGUA & CIA - ACADEMIA DE NATACAO E HIDROGINASTICA LTDA;AGUA & CIA;02;20000826;00;;;;2240;Sociedade Simples Limitada;19960125;9312300;Clubes sociais, esportivos e similares;;PRACA;FERNANDES PACHECO;01;;GONZAGA;11060410;SP;7071;13;32896480;;;;;;;;49;15000;15000,00;01;
01076603000130;01076603;1;ASSOCIACAO ATLETICA BICICLETELIAS;;02;20200226;00;;;;3999;Associação Privada;19850118;9312300;Clubes sociais, esportivos e similares;;RUA;ALIPIO MENDES;565;;SETOR CIDADE JARDIM;74425320;GO;9373;62;81790677;62;32919766;62;32919766;EDCONCONTABIL@TERRA.COM.BR;;;16;0;0,00;05;
01077497000109;01077497;1;SETE DE OURO ESPORTE CLUBE;;02;20200608;00;;;;3999;Associação Privada;19960306;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DR JOSE TEOBALDO LEAL;1860;;TRIANGULO;39820000;MG;4905;;;;;;;;;;16;0;0,00;05;
01089098000168;01089098;1;RAM CLUBE DE SILHUETAS METALICAS;;02;19980728;00;;;;3999;Associação Privada;19960312;9312300;Clubes sociais, esportivos e similares;;ESTRADA;DO ITAQUI;5571;;DO ITAQUI;06694000;SP;6551;;;;;;;;;;10;0;0,00;05;
01094564000101;01094564;1;CLUBE DO FUNCIONARIO PUBLICO DO ESTADO DE GOIAS;;02;20051103;00;;;;3999;Associação Privada;19720719;9312300;Clubes sociais, esportivos e similares;;RODOVIA;BR 060;S/N;KM 02;RECREIO DOS FUNCIONARIOS PUBLICOS;74393351;GO;9373;62;92770301;;;62;85389914;TOKIO@CORRETORPARCEIRO.COM.BR;;;16;0;0,00;05;
01094564000284;01094564;2;CLUBE DO FUNCIONARIO PUBLICO DO ESTADO DE GOIAS;;08;19960731;01;;;;3999;Associação Privada;19790417;9312300;Clubes sociais, esportivos e similares;;AVENIDA;PARANAIBA;140;;CENTRO;74020010;GO;9373;;;;;;;;;;16;0;0,00;05;
01107374000173;01107374;1;CLUBE DOS 50 SOCIEDADE CIVIL;CLUBE DOS 50;02;20050226;00;;;;3999;Associação Privada;19860102;9312300;Clubes sociais, esportivos e similares;;AVENIDA;HERCULINO DE ARAUJO;500;;NOSSA SRA DA SAUDE;75520160;GO;9425;;;;;;;;;;16;0;0,00;05;
